"instrument_key","exchange_token","tradingsymbol","name","last_price","expiry","strike","tick_size","lot_size","instrument_type","option_type","exchange"
"BSE_EQ|INE491D01017","524723","BIJHANS","BIJOY HANS LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE818F07203","974812","863KFL33","KFL86324333PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE004E01016","524727","SDL","SPAN DIVERGENT LIMITED","30.42","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE354A01013","524731","JENBURPH","JENBURKT PHARMACEUTICALS LTD","908.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE475B01022","524735","HIKAL","HIKAL LTD","357.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE475E01026","524742","CAPLIPOINT","CAPLIN POINT LABORATORIES LTD","1526.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE771F01025","524743","FISCHER","FISCHER MEDICAL VENTURES LIMIT","609.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE742F07429","955845","822APSEZ27","APSEZL8228327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE302F01011","524748","LINKPH","LINK PHARMA CHEM LTD","43.75","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE348L01012","540749","MASFIN","MAS FINANCIAL SERVICES LIMITED","289.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE643N01012","524752","DECIPHER","DECIPHER LABS LIMITED","18.29","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07KY6","950737","793PGCIL27","PGC79320052027PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07KZ3","950738","793PGCIL28","PGC79320052028PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE774D08LZ5","935750","88MMFSL26","MMFSL8806626NCD","1001.13","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08DY8","974594","770NABAR38","NBARD77017238PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE604O08132","975486","980DFPL27","DFPL98012327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07LK3","950750","965PGCIL25","PGC965XLV28225PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07LL1","950751","965PGCIL26","PGC965XLV28226PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE634B01016","524768","EMMESSA","EMMESSAR BIOTECH  NUTRITION L","45.81","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07LN7","950753","965PGCIL28","PGC965XLV28228PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07LO5","950754","965PGCIL29","PGC965XLV28229PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE887E01022","524774","NGLFINE","NGL FINECHEM LTD","2647.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08GH8","950763","939PFCL29","PFC93927829PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE481Y01014","540755","GICRE","GENERAL INSURANCE CORPORATION","410.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE334C01029","524790","EVERESTO","EVEREST ORGANICS LTD","158.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE403Q07EH8","939433","0KFL31","KFLZC25831NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE040A08AE5","950778","934HDFCB24","HDFCB934M018280824PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE818F07252","975487","889KFC30","KFC88913330PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE406A01037","524804","AUROPHARMA","AUROBINDO PHARMA LTD","1386.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE037C01010","524808","PHYTO","PHYTO CHEM INDIA LTD","29.99","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE987B01026","524816","NATCOPHARM","NATCO PHARMA LTD","1332.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE457C01010","524818","DYNAMIND","DYNAMIC INDUSTRIES LTD","72.78","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE774D08LI1","950803","960MMFS24A","MMFSL96BBB3924PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE305C01029","524820","PANAMAPET","PANAMA PETROCHEM LTD","425.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE083D01012","524824","BALPHARMA","BAL PHARMA LTD","117.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE532F07FJ0","939439","1045EFS34","EFSL104529434NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE278D01018","524828","BDH","BDH INDUSTRIES LTD","337.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08CX1","959537","796REC30","REC79615630PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE02YC08016","959122","14SHFL2026","SHFL1431122026PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121H07AE0","950860","955ILFS24B","ILFS95528824PVT","0.0","",,"0.01","1000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE008A08U76","950868","927IDBI24","IDBI927I12924PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE160A08043","950871","935PNB24","PNB935XVII9924PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE614X07282","936842","1052DLSL24","DLSL10526924NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE721A07HY5","950898","1025SFL024","SFL102518924PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE818F07286","975491","889KFC34","KFC88913334PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE516Y07501","975468","PCHTBILL25","PCHFL3M TBIILSSPREAD 2154","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE511C08AH4","955840","115PFLPERP","PFL1150PERPETUALPVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE296A08714","950924","1015BFL24","BFL101510419924PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE549K07DR2","939459","MFCL30424","MFCL30626NCD","973.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE053F08296","974679","774IRFC38","IRFC77415438PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE0GN515056","973286","947RSOT69","RSOT94722969PTC","0.0","",,"0.01","1000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE836B08202","959126","155SCNL26","SCNL1550311226PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE906B07HK9","959210","754NHAI30","NHAI75427130PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE896W08012","955852","790IWAI27","IWAI7903327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE338I07156","939471","0MOFSL26","MOFSLZC9526NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN002023Z281","804817","364D270924","364TB270924","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE202E08037","955858","785IREDA27","IREDA7856327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE636F07183","951024","960NEEPC24","NEEPCO960XIV11024PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE774D08MA6","935752","9MMFSL26","MMFSL96626NCD","1017.13","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE727M09083","951043","1080IFCI24","IFCI1080101024PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE160A08050","951044","925PNB24","PNB925XVIII30924PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E08144","974596","759NHPCL38","NHPC75920238PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE721A07IG0","951047","1025SFL24C","SFL1025101024PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE331A07323","975496","780TRC28","TRCL780121228PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE114A07869","951064","9SAIL2014","SAIL9AX141024PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE432R07018","951069","1030SHFL24","SHFL1030101024PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE040A08427","974406","786HDFC32","HDFCBL786021232PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE031A08616","958356","860HUDCL28","HUDCL860121128PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE090A08QO5","951096","890IBL25A","ICICI89029925PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE537P07166","953675","865IIL26","IIL865210326PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE860H07IF3","974407","795ABFL27","ABFL79531227PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE040A08591","951115","960HDFCB24","HDFCB960SD8211024PVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE05F407CF5","939491","MML27524A","MMLZC261125NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE05F407CI9","939493","1060MML26","MML106027526NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE721A07II6","951143","1010SFL24","SFL1010311024PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121A07RL4","939016","CIFCZC25","CIFCLZC71225NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE05F407CG3","939495","0MML27524","MMLZC27526NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE05F407CB4","939497","1075MML27","MML107527527NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07OE0","955882","789PGCIL27","PGCIL7899327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE099J07160","951170","1050JIL17","JAYPEE1050311217PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE05F407CD0","939499","0MML27","MMLZC27527NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE031A08871","974592","768HUDCO26","HUDCO76816526","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE614X07290","936844","DLSLZC24","DLSLZC6924NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE418E01018","504132","PERMAGN","PERMANENT MAGNETS LTD","1045.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE05F407CH1","939501","1080MML29","MML108027529NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE05F407CC2","939503","0MML29","MMLZC27529NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E08151","974597","759NHPCL37","NHPCL75920237PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE918K07JD6","974410","NWFINDEX26","NWFLLEAP INDEX5626PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE375R08017","951206","888IFC27A","IFC888201027PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE375R08033","951208","888IFC29B","IFC888201029PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE375R08041","951209","888IFC30C","IFC888201030PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE375R08058","951210","888IFC31D","IFC888201031PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE375R08066","951211","888IFC32E","IFC888201032PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE375R08025","951212","888IFC28F","IFC888201028PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE375R08074","951213","9IFC2033G","IFC9201033PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE375R08082","951214","9IFC2034H","IFC9201034PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE375R08108","951217","797IFC24","IFC797201024PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07SZ8","939507","925SCL26C","SC92531526NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE202E08102","974411","779IREDA32","IREDA77971232PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE756I08090","951242","955HDB24","HDB955151124PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE153A08048","951244","824MTNL24A","MTNL824A191124PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE153A08063","951246","824MTNL24C","MTNL824C191124PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE013A07I01","951248","932RCL24","RCL932201124PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE721A07IO4","951249","10SFL2024","SFL10131124PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE526R07025","975503","1335SHFL27","SHFL1335251127PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE403G14SL7","727349","SCCL26624","SCCL25924CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE756I08082","951270","955HDB2024","HDB955131124PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE691I08313","951276","910LTF24","LTF910131124PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE348F08043","951277","920MPFC24","MPFC920I191124PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07TA9","939517","SCL310524","SCL31526NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE906B07GP0","958673","827NHAI29","NHAI82728329PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08AH8","955902","795REC27","REC79512327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE153A08071","951289","829MTNL24","MTNL829281124PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07TI2","939519","94SCL27","SCL9431527NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE457A08126","974413","8BOM32","BOM80071232PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE774D08LJ9","951304","950MMFSL24","MMFSL95CCC151124PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE721A07IR7","951306","990SFL24","SFL990281124PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE651J07622","936224","975JMFCS28","JMFCSL9757628NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07TH4","939523","902SCL27A","SCL90231527NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE916DA7SQ2","975505","805KMPL29","KMPL80515329PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE804I07YF6","951325","1050ECL24","ECL105011224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE238A08351","951336","885ABL24","AXIS885S151224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE975F07IN7","975167","82134KMI25","KMIL82134","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07TM4","939527","SCL310524A","SCL31527NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08774","955912","804NABAR32","NABARD804150332PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E08169","974598","759NHPCL36","NHPCL75920236PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08DT8","974415","750NABAR25","NBARD750171225PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE721A07IT3","951355","980SFL24","SFL980281124PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE098F01031","590006","AMRUTANJAN","AMRUTANJAN HEALTH CARE LTD","752.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08GU1","951366","848PFCL24C","PFC848124C91224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE651J07630","936226","934JMFCS28","JMFCSL9347628NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE220H09113","951381","913HPSEB24","HPSEBL913V31214PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE774D07KT2","951398","895MMFSL24","MMFSL895131224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE530L07350","958668","1028NIDO29","NIDO102818329PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CV8","950461","895PFCL25","PFC89530325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE651A08033","951410","855SBI24","SBI855171224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08880","951412","857REC2024","REC857211224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CY2","950462","870PFCL25","PFC87014525PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE836B07675","974417","1215SCNL27","SCNL1215121227PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DA0","950463","875PFCL25","PFC87515625PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DI3","950464","905PFCL25","PFC905151225PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE432R08057","974636","91SHFL33","SHFL911333PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE891F08018","951431","9RRVPN2026","RRVUN9I24122026PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07TU7","939543","98SCL34","SCL983152034NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE146O08217","973327","970HLFL27","HLFL97019127PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08FO6","950469","890PFCL28","PFC89018328PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE515Q08176","958662","1145AFPL25","AFPL114520325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE188A01015","590024","FACT","FERTILIZERS  CHEMICALS TRAVAN","1013.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE802J07019","974419","880GMRHI32","GMRIAL88050131232PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DB8","950473","885PFCL30","PFC88515630PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE804I07YP5","951482","1040ECL24","ECL1040241224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08GV9","951486","865PFCL24","PFC865125281224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE721A07NU1","936230","903SFL28","SFL90312728NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E08177","974599","759NHPCL35","NHPCL75920235PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE028A08190","959144","74BOB30","BOB74403012030PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08GW7","951502","865PFCL25","PFC8651264125PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE238A08484","974420","788ABL32","ABL788131232PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE340M08137","951507","920TGDCL24","TGDCL920181224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE883F07306","974853","85AHFL26","AHFL8526526PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE147A01011","590030","SPIC","SOUTHERN PETROCHEMICALS LTD","84.02","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07LQ0","951511","93PGCIL24","PGCIL9304924PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07LR8","951512","93PGCIL29","PGCIL934929PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07LY4","951520","893PGCIL24","PGCIL893201024PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07LZ1","951521","893PGCIL25","PGCIL893201025PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07MA2","951522","893PGCIL26","PGCIL893201026PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07MB0","951523","893PGCIL27","PGCIL893201027PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07MC8","951524","893PGCIL28","PGCIL893201028PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07MD6","951525","893PGCIL29","PGCIL893201029PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE248U07FF0","939559","921ONE29","360ONEPL92112629NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE871D07NK9","951537","9ILFS2024","ILFS9291224PVT","0.0","",,"0.01","1000","EQUITY",,"BSE_EQ"
"BSE_EQ|IN001227C049","800362","GS12DEC27C","GS12DEC27C","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE248U07FI4","939563","944ONE34","360ONEPL94412634NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE110L08060","951556","9RIL25","RIL921125PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07323","950487","738PFCL27A","PFC738291127PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE377Y07391","974422","783BHFL25","BHFL783121225PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210200","810753","714AP36","714APSDL36","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE774D08LM3","952600","9MMFSL25A","MMFSL914825PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE572F09202","951589","865RRVPN27","RRVPN8655127PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE583D07471","975771","1025UCL27","UCL102525627NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07380","950492","846PFCL28","846PFC28","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE774D07KW6","951594","879MMFSL25","MMFSL87923125PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE040A08682","951597","84HDFCB25","HDFCB84023125PVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE691I08321","951599","875LTF25","LTF87517125PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE008A08U92","951600","8725IDBI25","IDBI872521125PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE804L01022","543427","MEDPLUS","MEDPLUS HEALTH SERVICES LIMITE","667.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE539K08120","951612","1020HDFCPE","CFS1050PERPETUAL","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE04VS07321","975515","990OFSL027","OFSL99015227","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE623B07842","955958","960FEL25A","FEL96019325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE871D07NL7","951623","872ILFS25","ILFS87221125PVT","0.0","",,"0.01","1000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08LW7","974424","758PFCL33","PFC75815533PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07232","950498","872PFCL22","PFC87230327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE871D07NM5","951634","875ILFS25","ILFS87523125PVT","0.0","",,"0.01","1000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE413U07319","939577","1050IIFL29","IIFLSFL105021629NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE537P07042","951646","845IIL25B","INDIAINFRA8454225PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08906","951647","827REC25","REC8276225PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE774D08LK7","951650","918MMFSL25","MMFSL91831125PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE235P07043","951651","849LTF25","LTF84928125PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE235P07050","951653","851LTF30","LTF85128130PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE084S08013","951654","12VRDP35","VRDPL123235PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE530L07822","939581","0NHFL26","NHFLZC3726NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE115G01015","540904","TIRUFOAM","TIRUPATI FOAM LIMITED","117.85","",,"0.01","1","EQUITY",,"BSE_EQ"
